geneSet,NES,FDR,Function,Datatype
GO:0030705,-1.573898833,6.9139520229773793E-2,GO,IFG222noCTC
GO:0098664,-1.576462173,6.9431483472345998E-2,GO,IFG222noCTC
GO:0030865,1.431232830179384,6.9512216155604295E-2,GO,IFG222noCTC
GO:1902742,1.4313955285222002,6.9734843826034801E-2,GO,IFG222noCTC
GO:0015844,-1.577893405,7.0391597767556296E-2,GO,IFG222noCTC
GO:1990806,-1.582013578,7.0521073422554897E-2,GO,IFG222noCTC
GO:0051450,1.4289355455716402,7.0603145404084397E-2,GO,IFG222noCTC
GO:0006414,-1.561881609,7.0942251912573903E-2,GO,IFG222noCTC
GO:0048499,-1.556123891,7.1854942409988104E-2,GO,IFG222noCTC
GO:0017004,-1.58251872,7.1924252675506894E-2,GO,IFG222noCTC
GO:0140115,1.425283368987088,7.2166622995352994E-2,GO,IFG222noCTC
GO:0048736,1.425398196791165,7.24424020557312E-2,GO,IFG222noCTC
GO:0042303,1.424109903426249,7.2601363673630404E-2,GO,IFG222noCTC
GO:0198738,1.4212591247086328,7.3491747580131106E-2,GO,IFG222noCTC
GO:0050890,-1.549912345,7.3702475231091205E-2,GO,IFG222noCTC
GO:0002269,1.4213444251565928,7.3772459441167795E-2,GO,IFG222noCTC
GO:0002040,1.4215971406762644,7.3937635401718202E-2,GO,IFG222noCTC
GO:0007530,1.4187478983294992,7.5019448837452998E-2,GO,IFG222noCTC
GO:0035640,-1.541183029,7.5354690168149704E-2,GO,IFG222noCTC
GO:0021915,1.416151388605872,7.6028539768995804E-2,GO,IFG222noCTC
GO:0043161,-1.54263939,7.6212247768936495E-2,GO,IFG222noCTC
GO:0032634,1.4162064701086523,7.6324617425562305E-2,GO,IFG222noCTC
GO:1901264,1.4142073080947557,7.6718341416982597E-2,GO,IFG222noCTC
GO:0044403,1.4144577089965977,7.6892244280267405E-2,GO,IFG222noCTC
GO:0048706,1.4132015732062735,7.7005496433519893E-2,GO,IFG222noCTC
GO:0001945,1.4117046957425377,7.7690901846824201E-2,GO,IFG222noCTC
GO:0030522,1.409693172460121,7.8481565587755195E-2,GO,IFG222noCTC
GO:0018212,1.4097478501297092,7.8795668068370406E-2,GO,IFG222noCTC
GO:0006413,-1.524878084,8.2774228892398299E-2,GO,IFG222noCTC
GO:0032355,1.4003736441149357,8.4638547711332598E-2,GO,IFG222noCTC
GO:0060249,1.399748115699278,8.4810148260575494E-2,GO,IFG222noCTC
GO:0060021,1.400472084734054,8.4928177157818197E-2,GO,IFG222noCTC
GO:0032409,-1.51350638,8.5883120118403794E-2,GO,IFG222noCTC
GO:0062012,1.3976642668943968,8.6055882282671595E-2,GO,IFG222noCTC
GO:1990089,-1.503689861,8.6300950424154602E-2,GO,IFG222noCTC
GO:0023061,-1.50493789,8.7107444309767607E-2,GO,IFG222noCTC
GO:0098876,-1.5140423,8.7217597012585496E-2,GO,IFG222noCTC
GO:0042490,1.395292639741795,8.7463357573997494E-2,GO,IFG222noCTC
GO:0030534,-1.5072658,8.7510241110715897E-2,GO,IFG222noCTC
GO:0090150,-1.497947364,8.7948695015485107E-2,GO,IFG222noCTC
GO:0034698,1.3924251950160558,8.8933291834255898E-2,GO,IFG222noCTC
GO:0031016,1.3898606439139238,8.9071850823259899E-2,GO,IFG222noCTC
GO:1903706,1.3893211854227017,8.9136469415371095E-2,GO,IFG222noCTC
GO:0018149,1.3925241672617032,8.9231382224952305E-2,GO,IFG222noCTC
GO:0001890,1.3899289291660013,8.9385765201627707E-2,GO,IFG222noCTC
GO:0021510,1.3900895572668073,8.9644848737910898E-2,GO,IFG222noCTC
GO:0097035,1.3909655335546538,8.9673441237015206E-2,GO,IFG222noCTC
GO:0001667,1.3905013462385107,8.9725799572621695E-2,GO,IFG222noCTC
GO:0035094,1.3818923962567882,9.4671617798697705E-2,GO,IFG222noCTC
GO:0061458,1.3806138116837938,9.5423296005683403E-2,GO,IFG222noCTC
GO:0061351,1.3800097676593053,9.5576803471558405E-2,GO,IFG222noCTC
GO:0030431,1.3789103640444988,9.5657702432234898E-2,GO,IFG222noCTC
GO:0071772,1.3790035946467778,9.5966309657481694E-2,GO,IFG222noCTC
GO:0048863,1.3762095710770739,9.7528418553919999E-2,GO,IFG222noCTC
GO:0022412,1.3754246399399963,9.7757177917833796E-2,GO,IFG222noCTC
GO:0030099,1.3745918950233493,9.8080234006941006E-2,GO,IFG222noCTC
GO:0071825,1.3721385168742417,9.9744548913536596E-2,GO,IFG222noCTC
GO:0097191,1.3699906854713575,0.10119130378096812,GO,IFG222noCTC
GO:0023019,1.3691294481917287,0.10165639793692727,GO,IFG222noCTC
GO:0016358,-1.468429288,0.1038890954515887,GO,IFG222noCTC
GO:0097066,1.362987807043573,0.10689578604174989,GO,IFG222noCTC
GO:0016032,1.3623617394369574,0.10703867286180688,GO,IFG222noCTC
GO:2001057,1.3604381309895923,0.10841086105570499,GO,IFG222noCTC
GO:0045444,1.3593898864003333,0.10859174750212315,GO,IFG222noCTC
GO:0032196,1.3594429956938126,0.1089608500215284,GO,IFG222noCTC
GO:0055088,1.3581815780138167,0.10928591218479616,GO,IFG222noCTC
GO:0070646,-1.455975206,0.10995204495830951,GO,IFG222noCTC
GO:0060537,1.3563918501061558,0.11011240768711007,GO,IFG222noCTC
GO:0018958,1.3567210093054272,0.1102025101201585,GO,IFG222noCTC
GO:0030100,1.3535612105552663,0.11232592178277909,GO,IFG222noCTC
GO:0035148,1.3522011714891766,0.11323682227175591,GO,IFG222noCTC
GO:0016072,-1.446602281,0.11471590200689408,GO,IFG222noCTC
GO:0007274,-1.44185891,0.11621809043943405,GO,IFG222noCTC
GO:0034367,1.3482914251166138,0.11638404075189848,GO,IFG222noCTC
GO:0032633,1.344302911975673,0.11982814522499337,GO,IFG222noCTC
GO:0034728,-1.434625112,0.11990644501525057,GO,IFG222noCTC
GO:0006022,1.343790696122239,0.11992618509316666,GO,IFG222noCTC
GO:0015850,1.3422442835686945,0.12021274055858237,GO,IFG222noCTC
GO:0009581,1.341741888425837,0.12033333392750087,GO,IFG222noCTC
GO:0097300,1.342545097014068,0.1203762713999081,GO,IFG222noCTC
GO:0010721,1.3426260449909313,0.12074032700430751,GO,IFG222noCTC
GO:0006813,-1.431338023,0.12080696767705632,GO,IFG222noCTC
GO:0007224,1.3402718410457135,0.12081167265010848,GO,IFG222noCTC
GO:0031098,1.3406395626600145,0.12099143860055682,GO,IFG222noCTC
GO:0043491,1.3392135687009903,0.12135631249495733,GO,IFG222noCTC
GO:0006898,1.3382000741911229,0.12189384447597175,GO,IFG222noCTC
GO:0051047,-1.426507327,0.12237928247511928,GO,IFG222noCTC
GO:0010720,1.3355535025855398,0.12397548313517576,GO,IFG222noCTC
GO:0008643,1.3347604644819975,0.12437835221894836,GO,IFG222noCTC
GO:0050906,1.331375723300685,0.12648020309489602,GO,IFG222noCTC
GO:0061842,1.3303443416443799,0.12669482931963544,GO,IFG222noCTC
GO:0009268,1.3315745040269735,0.1267190554439226,GO,IFG222noCTC
GO:0060191,1.3305662870105373,0.12696032951343025,GO,IFG222noCTC
GO:0010171,1.3315872989132156,0.12717342649245322,GO,IFG222noCTC
GO:0006839,-1.418016392,0.12754529068768308,GO,IFG222noCTC
GO:0010927,1.3263584476147214,0.12968414380337198,GO,IFG222noCTC
GO:0006929,1.3266837168138557,0.1297936226680213,GO,IFG222noCTC
GO:0043410,1.3267124178279155,0.13022649198596314,GO,IFG222noCTC
GO:0090148,-1.406429939,0.1324226012997189,GO,IFG222noCTC
GO:0031163,-1.407980483,0.13323570961301112,GO,IFG222noCTC
GO:0031099,1.320025367969117,0.13611036918349467,GO,IFG222noCTC
GO:0007178,1.3192726877355878,0.13651374053346213,GO,IFG222noCTC
GO:0034762,-1.394206962,0.13869144439769138,GO,IFG222noCTC
GO:0007409,-1.394240871,0.14070146533099126,GO,IFG222noCTC
GO:0006814,1.3148923294264654,0.14096643551955537,GO,IFG222noCTC
GO:0099565,-1.387878113,0.1415561996412466,GO,IFG222noCTC
GO:0097305,1.3133787867955806,0.14230080310654553,GO,IFG222noCTC
GO:0007626,-1.384179365,0.14295810680773532,GO,IFG222noCTC
GO:0015748,1.3115003049152092,0.14398528328848118,GO,IFG222noCTC
GO:0048880,1.3100863212395666,0.1451254239513399,GO,IFG222noCTC
GO:0031503,-1.376536091,0.14594083686711287,GO,IFG222noCTC
GO:0098780,-1.378626786,0.14595286086197728,GO,IFG222noCTC
GO:0001963,-1.374179796,0.14595800178778154,GO,IFG222noCTC
GO:0007219,1.3086580427586203,0.1462872225821836,GO,IFG222noCTC
GO:0007622,1.3080781999644893,0.1464563988754411,GO,IFG222noCTC
GO:0046530,1.303714341314441,0.1512673073321687,GO,IFG222noCTC
GO:0036314,1.3030963951317576,0.15151473069241386,GO,IFG222noCTC
GO:0001701,1.3002954819162202,0.15433821101573916,GO,IFG222noCTC
GO:0006766,1.2978346254347983,0.1569048483974314,GO,IFG222noCTC
GO:0016311,-1.356189289,0.15836311224714092,GO,IFG222noCTC
GO:0006887,-1.356589646,0.15990555723947403,GO,IFG222noCTC
GO:0072530,1.292716310516092,0.1629219798072704,GO,IFG222noCTC
GO:0016050,-1.345244422,0.16474101745507685,GO,IFG222noCTC
GO:0002209,-1.342959708,0.16509045148810833,GO,IFG222noCTC
GO:0006513,-1.346516794,0.1656317316569218,GO,IFG222noCTC
GO:0036119,1.2894483426398884,0.166695438,GO,IFG222noCTC
GO:0090287,1.2880620185862097,0.16802096623671214,GO,IFG222noCTC
GO:0051345,1.2868050806758857,0.16908017518435534,GO,IFG222noCTC
GO:0009582,1.2814527421927497,0.17607754014215096,GO,IFG222noCTC
GO:1990849,1.2794547849536273,0.1782426871148754,GO,IFG222noCTC
GO:0006631,1.2788385706998202,0.17854952610227093,GO,IFG222noCTC
GO:0050954,1.2768883087150962,0.180675358,GO,IFG222noCTC
GO:0104004,1.2752351728854578,0.18195430019839254,GO,IFG222noCTC
GO:0042558,1.2754927819115947,0.18213721126416574,GO,IFG222noCTC
GO:0090130,1.2740481632300733,0.18303343423865712,GO,IFG222noCTC
GO:0016485,1.272632210544068,0.18316972834487907,GO,IFG222noCTC
GO:0070633,1.2733499325533677,0.1834534948428843,GO,IFG222noCTC
GO:0019216,1.2727539805170187,0.18360974324226872,GO,IFG222noCTC
GO:0071692,-1.322141796,0.18390160797218139,GO,IFG222noCTC
GO:0050953,1.2710676904496443,0.18486581185751563,GO,IFG222noCTC
GO:0007163,1.2675177742511596,0.18973104195366672,GO,IFG222noCTC
GO:0042537,1.264305860454858,0.19384127185672081,GO,IFG222noCTC
GO:0018209,-1.311054454,0.19417435909532965,GO,IFG222noCTC
GO:0071496,1.260537091,0.19887379782830555,GO,IFG222noCTC
GO:0048284,-1.30229807,0.20187793862397319,GO,IFG222noCTC
GO:0048193,-1.299936739,0.2020779296903621,GO,IFG222noCTC
GO:0044706,1.2569615706609636,0.2035392353012926,GO,IFG222noCTC
GO:0032069,1.2561083661345007,0.20417982023844874,GO,IFG222noCTC
GO:0000959,-1.295907229,0.20471852784724037,GO,IFG222noCTC
GO:0014823,1.2548644837480643,0.2054634542461076,GO,IFG222noCTC
GO:0097696,1.2528885219617951,0.20734202091572904,GO,IFG222noCTC
GO:0052547,1.2531650134241785,0.20758919315087165,GO,IFG222noCTC
GO:0021675,-1.290487595,0.20820404632964634,GO,IFG222noCTC
GO:0050795,1.2518838196359063,0.2083462564771688,GO,IFG222noCTC
GO:0098781,1.2509734498414444,0.2090394271749651,GO,IFG222noCTC
GO:0042180,1.2494597246790364,0.21005417058506817,GO,IFG222noCTC
GO:0036344,1.2497872804850463,0.2102320625739455,GO,IFG222noCTC
GO:0043627,1.2477917562120422,0.21209193811705537,GO,IFG222noCTC
GO:0007548,1.247177859220403,0.21245871415472972,GO,IFG222noCTC
GO:0048013,-1.283015554,0.2149193350746265,GO,IFG222noCTC
GO:0140058,-1.276141838,0.21569413304806984,GO,IFG222noCTC
GO:0016236,-1.268053432,0.21628173553865881,GO,IFG222noCTC
GO:0031644,-1.273350943,0.21663103019985247,GO,IFG222noCTC
GO:0072523,-1.27136266,0.21693567809228545,GO,IFG222noCTC
GO:0071867,-1.268962009,0.2173967404894702,GO,IFG222noCTC
GO:0000966,-1.278841105,0.21779145701531072,GO,IFG222noCTC
GO:0038179,-1.276374158,0.2178987178454944,GO,IFG222noCTC
GO:1901654,1.2409609883458552,0.22190884441373582,GO,IFG222noCTC
GO:0042445,1.2376304155475786,0.2269205611036903,GO,IFG222noCTC
GO:0043276,1.2357971721701844,0.2292719430091313,GO,IFG222noCTC
GO:0009410,1.234603002719437,0.23064640625452312,GO,IFG222noCTC
GO:1901616,1.2339696448011321,0.23105803358526578,GO,IFG222noCTC
GO:0031529,1.2334348798278334,0.23128047948178224,GO,IFG222noCTC
GO:0044703,1.2330050351343886,0.23139559355049327,GO,IFG222noCTC
GO:0006730,1.2312635861990495,0.23371369529987307,GO,IFG222noCTC
GO:0098742,1.2302875976901113,0.23472536432778737,GO,IFG222noCTC
GO:0022406,-1.247114863,0.23729276184148448,GO,IFG222noCTC
GO:1903008,-1.248812816,0.23750922740727715,GO,IFG222noCTC
GO:0045454,-1.249500603,0.2390293225480283,GO,IFG222noCTC
GO:0002526,1.2236171383760155,0.24572285176045944,GO,IFG222noCTC
GO:0035966,-1.235901483,0.25022608946862696,GO,IFG222noCTC
GO:0006109,1.2180410352687823,0.25504561233165857,GO,IFG222noCTC
GO:0060324,1.2167674229405312,0.255211489,GO,IFG222noCTC
GO:0051321,1.2170570989527407,0.25541553030807623,GO,IFG222noCTC
GO:0042982,-1.230384926,0.2557466785496855,GO,IFG222noCTC
GO:0031032,1.2172185723362172,0.25585254182199363,GO,IFG222noCTC
GO:0006605,-1.222640605,0.2560517955851214,GO,IFG222noCTC
GO:1902414,-1.226010732,0.25662039211350685,GO,IFG222noCTC
GO:0007187,-1.223671297,0.25671538673059235,GO,IFG222noCTC
GO:0008217,1.2153463866346663,0.25701549770670556,GO,IFG222noCTC
GO:0035902,-1.226986875,0.25786587242273706,GO,IFG222noCTC
GO:2000241,1.2140455614076417,0.25797939633391753,GO,IFG222noCTC
GO:0070828,1.2141989856223938,0.2584112494753052,GO,IFG222noCTC
GO:0043279,-1.217678433,0.26062640128368575,GO,IFG222noCTC
GO:0007292,1.2118667926206601,0.2612759256493118,GO,IFG222noCTC
GO:0051646,-1.212122328,0.26171654966106245,GO,IFG222noCTC
GO:0006399,-1.2151855,0.26197960170571943,GO,IFG222noCTC
GO:0031647,-1.21341286,0.26214300703970084,GO,IFG222noCTC
GO:0016482,-1.207167809,0.2641447223809733,GO,IFG222noCTC
GO:0007204,1.2098010300853732,0.2645133693291079,GO,IFG222noCTC
GO:0008334,-1.207755814,0.2658687999557125,GO,IFG222noCTC
GO:0010975,-1.202711863,0.2681206712573486,GO,IFG222noCTC
GO:0035265,1.2037868137713883,0.27579236696737486,GO,IFG222noCTC
GO:0019932,1.2002400438543248,0.28214426345792293,GO,IFG222noCTC
GO:0009914,-1.190489134,0.2824709223822294,GO,IFG222noCTC
GO:0042692,1.1991567066617228,0.28357208157720226,GO,IFG222noCTC
GO:0018198,-1.191025847,0.28404042588330625,GO,IFG222noCTC
GO:0072594,-1.186113425,0.28725211649032001,GO,IFG222noCTC
GO:0008202,1.196710008730396,0.28768736791425253,GO,IFG222noCTC
GO:0033865,-1.180617128,0.2939436200956517,GO,IFG222noCTC
GO:0006820,1.1929387996150507,0.2948531218114623,GO,IFG222noCTC
GO:0033619,1.191550368100305,0.29606819690401237,GO,IFG222noCTC
GO:0043409,1.1918926345473215,0.2961857983943726,GO,IFG222noCTC
GO:0038034,1.187089639174488,0.30470713158223517,GO,IFG222noCTC
GO:0097194,1.186511479,0.30504017455356147,GO,IFG222noCTC
GO:1904888,1.1821240901841634,0.3126998037916542,GO,IFG222noCTC
GO:0040013,1.1807662903882543,0.3128508275059191,GO,IFG222noCTC
GO:0033687,1.1811206240008434,0.3130636200192178,GO,IFG222noCTC
GO:2000027,1.1814401725622556,0.31322697941455846,GO,IFG222noCTC
GO:0019098,-1.168097033,0.31324589386847002,GO,IFG222noCTC
GO:0007398,1.1821955719939417,0.3134473642541944,GO,IFG222noCTC
GO:0035264,1.1792392373196663,0.3144290465928354,GO,IFG222noCTC
GO:0008213,-1.161101309,0.31463388098458267,GO,IFG222noCTC
GO:0009311,1.1795055813416129,0.3147430700506987,GO,IFG222noCTC
GO:0099111,-1.161786997,0.3161993609885602,GO,IFG222noCTC
GO:0051438,-1.164317212,0.31696620092380501,GO,IFG222noCTC
GO:0050435,-1.161984189,0.3185318135311541,GO,IFG222noCTC
GO:0006638,1.176317099629786,0.3198536536728498,GO,IFG222noCTC
GO:0045103,-1.156388648,0.3200228784748172,GO,IFG222noCTC
GO:0006984,-1.153401667,0.3229071711209216,GO,IFG222noCTC
GO:0071604,1.170170450213015,0.3308673707591105,GO,IFG222noCTC
GO:0070482,1.1703179500489456,0.3314431071795684,GO,IFG222noCTC
GO:0006081,1.1707062415675498,0.3315739195604242,GO,IFG222noCTC
GO:0070542,1.1687592329009309,0.3331024064590862,GO,IFG222noCTC
GO:0003012,1.1666139111604334,0.3371848246845869,GO,IFG222noCTC
GO:0008277,1.1629930724050386,0.3447108361387957,GO,IFG222noCTC
GO:0061512,1.1621114051214401,0.34578687007811315,GO,IFG222noCTC
GO:0006066,1.1613568527651228,0.34663843269502786,GO,IFG222noCTC
GO:0048872,1.1603692054171582,0.3479284477442261,GO,IFG222noCTC
GO:0072593,1.1583715508044674,0.3517123044266136,GO,IFG222noCTC
GO:1904645,-1.135557509,0.35346482368058624,GO,IFG222noCTC
GO:0036297,1.1562270525694731,0.35373092759157027,GO,IFG222noCTC
GO:0051098,1.1568281318706575,0.3542391634910808,GO,IFG222noCTC
GO:0070528,1.1563925015742882,0.35435022411290473,GO,IFG222noCTC
GO:0009620,1.1555244416567008,0.3544057795864238,GO,IFG222noCTC
GO:0007585,1.1523693185142414,0.3610119222686267,GO,IFG222noCTC
GO:0050886,1.1516411298874925,0.36180275324594785,GO,IFG222noCTC
GO:0035150,1.1496106733022475,0.3657636550945749,GO,IFG222noCTC
GO:0051223,-1.126594877,0.36898585036318554,GO,IFG222noCTC
GO:1901617,1.1475892538927797,0.36968327388593103,GO,IFG222noCTC
GO:1990778,-1.122861054,0.37096311601529874,GO,IFG222noCTC
GO:0006383,-1.124244301,0.3711435892999715,GO,IFG222noCTC
GO:0002244,1.1460715827874113,0.3724574711297905,GO,IFG222noCTC
GO:0031128,1.1452592083724793,0.37344198570901699,GO,IFG222noCTC
GO:1990845,1.1420665808920538,0.3803686073519049,GO,IFG222noCTC
GO:0006515,-1.117519678,0.38042544944004475,GO,IFG222noCTC
GO:0016053,1.1378029347629321,0.3897240782317213,GO,IFG222noCTC
GO:0009566,1.1373323565195086,0.38995411754757947,GO,IFG222noCTC
GO:0045995,1.1368743073578003,0.39014506399682036,GO,IFG222noCTC
GO:0008037,1.135286881221993,0.3930743858560469,GO,IFG222noCTC
GO:0034389,-1.109378356,0.39543286663396643,GO,IFG222noCTC
GO:0098727,1.131004007177999,0.4027571874546472,GO,IFG222noCTC
GO:0006816,1.128877187372947,0.4040521636119108,GO,IFG222noCTC
GO:0007264,1.1291496582307836,0.40433995505625375,GO,IFG222noCTC
GO:0045786,1.1299582975210591,0.40434485559551364,GO,IFG222noCTC
GO:0003015,1.1294202977035175,0.40469541702223355,GO,IFG222noCTC
GO:0018210,-1.103162571,0.4063322567261617,GO,IFG222noCTC
GO:0044782,1.1273198922750713,0.4071201193214515,GO,IFG222noCTC
GO:0032970,1.1260833347891648,0.4092617732833857,GO,IFG222noCTC
GO:0001659,1.1237658602082634,0.41428977862430666,GO,IFG222noCTC
GO:0007164,1.1223705582648522,0.41682179741650394,GO,IFG222noCTC
GO:0071875,1.1197636330936633,0.42267442962752666,GO,IFG222noCTC
GO:0016042,1.1186123626412017,0.42453048780545299,GO,IFG222noCTC
GO:2001233,1.1144383262480106,0.4331944093695735,GO,IFG222noCTC
GO:0044282,1.1147630769599899,0.43344397076154717,GO,IFG222noCTC
GO:0009132,-1.089414563,0.4355417172313037,GO,IFG222noCTC
GO:0061744,-1.087984486,0.43572220850763077,GO,IFG222noCTC
GO:0031345,-1.086501933,0.4361643864118312,GO,IFG222noCTC
GO:1903522,1.111026678889153,0.4410031523558446,GO,IFG222noCTC
GO:0046685,-1.080829755,0.4433613653424016,GO,IFG222noCTC
GO:0051656,-1.081785759,0.4443746161665008,GO,IFG222noCTC
GO:0055094,1.1079298011511072,0.4481201463115472,GO,IFG222noCTC
GO:0043605,-1.072766286,0.4498235750346801,GO,IFG222noCTC
GO:0008380,-1.076757372,0.4499734752622783,GO,IFG222noCTC
GO:0071806,-1.071072363,0.45064319677766074,GO,IFG222noCTC
GO:0016197,-1.073770179,0.4508704606166553,GO,IFG222noCTC
GO:0032984,-1.074922933,0.45164417285795927,GO,IFG222noCTC
GO:0150115,1.1060575557340122,0.4520525889879171,GO,IFG222noCTC
GO:0031346,-1.067352074,0.4576348592730862,GO,IFG222noCTC
GO:0055075,1.103461360754349,0.45805476588405203,GO,IFG222noCTC
GO:0031279,-1.065021527,0.45933035125511057,GO,IFG222noCTC
GO:0010563,1.1024268578749061,0.4597719695607149,GO,IFG222noCTC
GO:0030048,1.1005786219854612,0.4634939308757376,GO,IFG222noCTC
GO:0006979,1.0993496153268016,0.46578753419013402,GO,IFG222noCTC
GO:0051302,1.098904737935303,0.46579448902138915,GO,IFG222noCTC
GO:0030261,1.0977422889113453,0.46770307789966253,GO,IFG222noCTC
GO:0046931,1.0959989225833564,0.47013792526870901,GO,IFG222noCTC
GO:0045664,1.0960503951583305,0.4711468091322934,GO,IFG222noCTC
GO:1901653,1.0931643045883697,0.4767331302035008,GO,IFG222noCTC
GO:0010506,-1.05516646,0.4797201064936628,GO,IFG222noCTC
GO:0009791,1.0916457153494252,0.4797798919066196,GO,IFG222noCTC
GO:0002251,1.0903993387660906,0.48092216531905596,GO,IFG222noCTC
GO:0090382,1.0906111029646073,0.48148188478648146,GO,IFG222noCTC
GO:0043112,-1.05193063,0.48460584803939477,GO,IFG222noCTC
GO:0006040,-1.048266375,0.48653569396208535,GO,IFG222noCTC
GO:0060560,-1.04977668,0.48662222729132654,GO,IFG222noCTC
GO:0044843,1.0842832424602866,0.49661859686678567,GO,IFG222noCTC
GO:0007492,1.0825866105947581,0.5000483460981087,GO,IFG222noCTC
GO:0007015,1.0810038020118753,0.5032228929347765,GO,IFG222noCTC
GO:0043087,1.079971356861961,0.5048874558136582,GO,IFG222noCTC
GO:0045787,1.0794794165528498,0.5051347816366889,GO,IFG222noCTC
GO:0071526,1.071596589861999,0.5260387915854673,GO,IFG222noCTC
GO:0019748,1.0705322805646686,0.5278778600767554,GO,IFG222noCTC
GO:1903513,-1.029925698,0.53145500050783501,GO,IFG222noCTC
GO:0042440,1.0669196277014801,0.5367554232155791,GO,IFG222noCTC
GO:0043269,1.0663634681315632,0.53707927771326003,GO,IFG222noCTC
GO:0033555,-1.026467138,0.5373651560856135,GO,IFG222noCTC
GO:0050879,1.0650369619238982,0.5395230012958121,GO,IFG222noCTC
GO:0051235,1.0645823747217733,0.5395540744706517,GO,IFG222noCTC
GO:0062197,1.0611443390957196,0.5478957632147651,GO,IFG222noCTC
GO:0033500,-1.020560708,0.5492925881831169,GO,IFG222noCTC
GO:0007422,1.058611358162287,0.5538607371964038,GO,IFG222noCTC
GO:0017145,1.0563901943941851,0.5576286704798012,GO,IFG222noCTC
GO:0043434,1.0568079119707485,0.5578306230381331,GO,IFG222noCTC
GO:0055078,1.0548514049036168,0.5609605566581508,GO,IFG222noCTC
GO:1903050,-1.014366065,0.5629460047597604,GO,IFG222noCTC
GO:0071402,1.0528227414417901,0.5653742195259644,GO,IFG222noCTC
GO:0050951,1.0473043569102791,0.5787271027095328,GO,IFG222noCTC
GO:0034470,-1.006771507,0.5795548524283607,GO,IFG222noCTC
GO:0032528,1.0473756058189205,0.5798621137688225,GO,IFG222noCTC
GO:0051339,-1.003937799,0.5838753095646312,GO,IFG222noCTC
GO:0002931,1.0425272513456165,0.59136136360561598,GO,IFG222noCTC
GO:0009123,-0.998945349,0.5935585130649642,GO,IFG222noCTC
GO:0043648,-0.996142812,0.5972029567808826,GO,IFG222noCTC
GO:0009187,-0.990414915,0.60992723,GO,IFG222noCTC
GO:0044321,1.0331564474675383,0.61747263136291197,GO,IFG222noCTC
GO:0045862,1.032437558853637,0.61832020847234603,GO,IFG222noCTC
GO:0009299,1.0313802549937403,0.6200280735593383,GO,IFG222noCTC
GO:0035051,1.0300943031189973,0.6208241308591433,GO,IFG222noCTC
GO:0046486,1.0302390694520869,0.6218065214542379,GO,IFG222noCTC
GO:0045926,1.0289455137304608,0.6226765625539308,GO,IFG222noCTC
GO:0070741,1.0263806473635149,0.6271854278331683,GO,IFG222noCTC
GO:0065004,-0.98237036,0.6277444035719852,GO,IFG222noCTC
GO:0043549,1.0266611503057703,0.6277824274418676,GO,IFG222noCTC
GO:0022604,1.0250900732458632,0.6295514941401514,GO,IFG222noCTC
GO:0046777,1.022940323043412,0.6327319029370856,GO,IFG222noCTC
GO:0010657,1.023135108495682,0.6335847914565903,GO,IFG222noCTC
GO:0042176,-0.97618789,0.6374337331606422,GO,IFG222noCTC
GO:1990000,-0.976809968,0.6395766474699961,GO,IFG222noCTC
GO:0006397,-0.969409242,0.6515772080534733,GO,IFG222noCTC
GO:0006403,-0.966862667,0.6538390373358457,GO,IFG222noCTC
GO:0048545,1.0140467632210488,0.6570480008845689,GO,IFG222noCTC
GO:0097009,1.0104850272154364,0.6660847633101533,GO,IFG222noCTC
GO:0097581,1.0097248666496055,0.6667704755595976,GO,IFG222noCTC
GO:0071731,1.0054753495073872,0.6714495638115803,GO,IFG222noCTC
GO:0051495,1.0059533146543618,0.6715679079778144,GO,IFG222noCTC
GO:0042770,1.0069545354743785,0.6717298831213047,GO,IFG222noCTC
GO:0045445,1.006152075501733,0.6725050879283829,GO,IFG222noCTC
GO:0007586,1.007200289042179,0.6725530837511307,GO,IFG222noCTC
GO:0046835,1.0045144726593547,0.6726494010638149,GO,IFG222noCTC
GO:0048285,1.0023783836238471,0.6760722527108346,GO,IFG222noCTC
GO:0009314,1.002778792463864,0.6764150166715901,GO,IFG222noCTC
GO:0060973,1.0013706675310525,0.6775733690648266,GO,IFG222noCTC
GO:0030902,1.000674920028222,0.6781796719184875,GO,IFG222noCTC
GO:0051647,0.9994572226778896,0.68020257198348399,GO,IFG222noCTC
GO:0006308,0.9964588290696409,0.6857952375698776,GO,IFG222noCTC
GO:0010737,0.99650439483722197,0.6871685504231623,GO,IFG222noCTC
GO:0140467,0.9940655679403748,0.68954147245810005,GO,IFG222noCTC
GO:0010038,0.9941672243821917,0.6907627567055491,GO,IFG222noCTC
GO:1990840,0.9916635186318729,0.6946737278048462,GO,IFG222noCTC
GO:0007200,0.986259237,0.7086472133533135,GO,IFG222noCTC
GO:0044380,-0.940937581,0.7206719913027442,GO,IFG222noCTC
GO:0043467,-0.939231789,0.7207145447751352,GO,IFG222noCTC
GO:0006310,0.9784489528698727,0.72912855658899145,GO,IFG222noCTC
GO:0042157,0.9773407758988705,0.73067505438340996,GO,IFG222noCTC
GO:0016049,-0.931893892,0.7315167595021349,GO,IFG222noCTC
GO:1901568,-0.933323895,0.7318107882358114,GO,IFG222noCTC
GO:0031023,0.9742776228485939,0.7378029003236888,GO,IFG222noCTC
GO:1901987,0.9724833026363635,0.74125862911313001,GO,IFG222noCTC
GO:0031667,0.9713344580612179,0.7429301452781335,GO,IFG222noCTC
GO:0051960,0.9692927449160983,0.7469944536807219,GO,IFG222noCTC
