geneSet,NES,FDR,Function,Datatype
R-HSA-109606,1.0942881954110855,0.9998778599723198,Reactome,IFG222CTCdt
R-HSA-447038,-0.342225252,0.9999784632448352,Reactome,IFG222CTCdt
R-HSA-201681,1.0677716090007598,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-381676,1.094825252927799,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1483257,1.062956918641754,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-210991,1.0692076055662891,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8854214,1.0782049778796976,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3134975,1.0973260961914115,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2132295,1.0560634702084792,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-73887,1.0559537864391526,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-195721,1.0472898893092502,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-202424,1.0650427791063655,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1483206,1.0515265912139722,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9696264,1.0626250150380494,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-400042,1.0720655093602691,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-76009,1.0694047806601297,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8941326,1.059271756783455,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5210891,1.065579438988545,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-4090294,1.0638980293156373,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2219528,1.039762745703416,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-190242,1.0507853210897442,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8963899,1.048354898802724,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2453902,1.048492083613555,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1855183,1.041255418057628,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1482801,1.037039308527628,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9717189,1.0536744020514452,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-199920,1.063587486623055,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9634638,1.047776065483896,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2142700,1.061185921737539,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-420499,1.0368301799332382,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-418346,1.0325258404918232,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-168638,1.0326682423269622,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-216083,1.0235705260907273,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-199220,1.039086847290959,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-977606,1.0264272090560658,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9734009,1.0301687384264422,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1912408,1.0276880378474025,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1963642,1.0264212782372644,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5362798,1.0627351238507163,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5357801,1.0248717724075405,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5676594,1.029526726836448,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9717207,1.0304924641245405,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-381340,1.008528468779009,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2022870,1.0297781837097124,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9031525,1.0432173619882084,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8964038,1.0220311006444311,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9024446,1.008119013876145,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-6809371,1.0239970410889316,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-189200,1.0169353411097344,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9645723,1.0183696024785147,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-139915,1.0377855168250651,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1483166,1.0119992302992857,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9029558,1.0161487021180995,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-418555,1.0161427269715884,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-419408,1.0167390643114504,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-203615,1.0095831789014917,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-445717,1.0015416458678255,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-389357,1.0080423892108743,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9818749,1.0055349191186511,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5250955,1.0211443766989716,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5250981,1.0211443766989716,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5660526,1.0125402567773318,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1855204,1.0058796726444725,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-111461,1.0135838146489384,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-71240,1.0147818454658077,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-196741,0.9996595261771303,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1980145,0.9977738388878861,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2142712,1.015881908943951,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3656237,1.0047771437202828,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3656253,1.0047771437202828,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-933541,0.99474048893617395,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2514853,0.9818897959752558,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8847993,0.9864304333884258,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-937039,0.98763064156809699,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-975144,0.98763064156809699,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5578775,0.9784360523604664,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5334118,0.9925284398609253,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-390522,0.9741647454771171,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5362517,0.9854901000368282,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3000170,0.9794428742458322,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-202040,0.9738446445369913,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-204998,0.9822432508492848,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9022692,0.99117473267132805,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-163125,0.97867564411945795,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1834941,0.9918548617728149,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-174362,1.0146790300634907,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-392154,0.9825499544837376,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-6803207,0.97409734721492502,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5601884,0.9697176857132324,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2559582,0.9895507892367081,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8964208,1.0001037102045764,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8853884,0.9637737984138355,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-140877,0.9600013609725919,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9018677,0.9760353249187195,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-159740,0.9818257480323251,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5632684,0.9668241417302949,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1296065,0.9719225037141874,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2660825,0.9560592933333211,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2660826,0.9560592933333211,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-918233,0.9573146481707677,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9013148,0.9688444013325506,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2453864,0.9651559772046187,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2474795,0.9651559772046187,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9675143,0.9651559772046187,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-193704,0.9734284836783038,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1963640,0.9562581326348978,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-111458,0.9485821130225691,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9627069,0.9485821130225691,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8936459,0.9655399109407009,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-168643,0.9629159031529316,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-264870,0.9714708451703022,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-180292,0.9518769602068354,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8957322,0.9749358470772757,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-6783310,0.9500224168052694,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-111457,0.9277172001842645,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1250342,0.9449468998441566,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-170670,0.9430121115812317,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-977443,0.94454940339401905,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-196854,0.9616022689467532,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-425397,0.9518074460912491,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-159763,0.9553095974574939,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1181150,0.9396617752020665,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5654219,0.9210045129823436,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9757110,0.9478329260153218,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8964026,0.9596959944509568,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2022928,0.9361045304044447,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9616222,0.9369330878200164,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3296482,0.9285951565267929,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8866376,0.9410150817866219,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3232118,0.9222176552652247,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5357905,0.9333377448223993,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-211897,0.9291908050035692,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9012546,0.9338970548733281,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8963691,0.9450544816994669,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3134973,0.9332206867672519,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-159854,0.9368506736089832,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-373752,0.9392709793499774,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-4086398,0.9327909287724995,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-159782,0.9333347551962742,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8963693,0.9111024550363789,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9710421,0.917156419,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2214320,0.9196804061093432,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-418886,0.9169080875769815,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-111463,0.90177453666957996,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-111464,0.90177453666957996,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-211976,0.9054225014153101,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-977347,0.9272027791713895,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-168799,0.9134128298002592,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-202403,0.9394318346266622,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-163680,0.9017254614782936,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-936440,0.9076625507261541,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5693537,0.9052458617206619,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2028269,0.9021628393323341,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5669034,0.8899247652636688,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-983712,0.9369276530180587,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-112310,0.9167197504852347,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1614558,0.8974659408514677,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1483249,0.9113255767354224,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-6804759,0.8946055628420582,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5661231,0.8717019868782454,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9696273,0.8983939988159737,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-418457,0.8962348131747468,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1474151,0.8924642198559926,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9031528,0.88737894374897297,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-75893,0.9011695974358012,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-982772,0.8813906546817734,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-70221,0.8867881766249995,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1483255,0.9105338725671055,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2980767,0.8755279947103449,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1296346,0.8682508231252356,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-416476,0.9223817142328407,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8949275,0.8723514325716111,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1368108,0.8648006500314496,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-416550,0.8725752992657095,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1810476,0.8697940354569997,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-71387,0.9331174617846978,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-166187,0.8876369886109818,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5339562,0.88168149709404497,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3371378,0.86059805240855003,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5218900,0.86059805240855003,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-69416,0.86059805240855003,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9821002,0.8834079152168457,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1266695,0.8725371849602906,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-418359,0.8716522530693128,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3247509,0.9249949995506077,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-4839726,0.9249949995506077,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-68952,0.8680041777460576,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1606322,0.8704639341037919,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9013406,0.8906958225061447,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5213460,0.8695638009781502,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5675482,0.8695638009781502,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-170834,0.9069778096033516,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1660661,0.8703484575825968,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9762293,0.8383545175522163,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1236394,0.8916293018806203,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1482788,0.8496936435760047,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9014325,0.841327241,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-6794361,0.8708819892346588,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-179812,0.8431581412335715,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8980692,0.8933777787756648,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-168927,0.8491729435333003,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-418890,0.854227149,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2691230,0.8421752216329226,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2691232,0.8421752216329226,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-156711,0.8467227129747196,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5619102,0.8700026421879485,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-73728,0.85048735401970599,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-202131,0.8352060425193301,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9033658,0.8421139545899523,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1500620,0.8909235440013453,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9018678,0.8280514516635805,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-203641,0.8429770144327292,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-113501,0.8361087370757824,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5624138,0.8380955304446407,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9762292,0.8312634433502953,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-198203,0.8317727509677182,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5357956,0.8315435594554095,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-109582,0.9332284852632027,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2299718,0.85517409415689405,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3270619,0.8298395934985641,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9619665,0.8282578228913565,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1221632,0.8485873083152511,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-112311,0.8131752896198955,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-446205,0.8188781081375053,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8956319,0.8271194617233218,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-175474,0.8247263214155258,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1296052,0.8186299436609884,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-212300,0.8458039472547498,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-112308,0.7964017340497548,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9759476,0.8041370834519448,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9764260,0.8041370834519448,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-164378,0.8090897400186149,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9623433,0.7976477971579632,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5652084,0.8015622327720424,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-190371,0.7980491496878682,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-114508,0.8066355284589795,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2219530,0.8500533719727602,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3214847,0.86775626365380198,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5693554,0.8205385431841705,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-69478,0.7799563263142217,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1614635,0.81543318889935801,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9609523,0.7823026969672839,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-4755510,0.8131072735053908,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-190322,0.7932517524853563,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1483191,0.8049615255463366,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-6787639,0.7920167198545894,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9733709,0.7941349291345209,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-190241,0.7883403360666715,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-913531,0.8739117139800924,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9694614,0.7775272894137853,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5654228,0.7772913850076277,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-164940,0.7558999654444567,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5674499,0.7785127345690918,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9660537,0.7584146355212282,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9726840,0.7584146355212282,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9726842,0.7584146355212282,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9725371,0.77373132184841198,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8866910,0.7662193456834774,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5654689,0.7904562376686902,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1538133,0.7801708103714091,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-389661,0.78657205210208303,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9733458,0.77008628001120605,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-416700,0.7622438742905084,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8939243,0.7850255175539868,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9603381,0.7538303892961921,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9758881,0.7619954891114948,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-211958,0.7527045541527233,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-170968,0.7616164084022572,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-174490,0.75722250406956804,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-174495,0.75722250406956804,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9816359,0.8201457496416803,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-211945,0.81091889691207697,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-163359,0.7846778361649478,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-727802,0.76026049991899003,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1655829,0.8040317406410059,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9840309,0.7532111941417056,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-399955,0.7700977655776412,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9018679,0.7484572995386513,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2559583,0.85096358865274901,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1834949,0.8029559291973598,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-427359,0.78006548029976097,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9614657,0.7446670922606038,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-211859,0.8411971682766549,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9013973,0.7382274504270181,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-3781860,0.7351362732523353,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8964315,0.7418799771487695,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-70635,0.7239329071633439,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8875656,0.7291157019540058,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-111471,0.7422719223506345,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9005891,0.7439490080444251,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9005895,0.7439490080444251,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9675151,0.7439490080444251,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9697154,0.7439490080444251,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-392451,0.7476266461681417,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-163767,0.7298533682308772,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-399956,0.7242910844612824,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-418885,0.7328309021101703,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8978868,0.8340988236020205,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9793380,0.7848958550552072,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9759475,0.7396659747225053,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-1169092,0.7238614374846725,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-109704,0.7667898282053157,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9772572,0.7590726875682212,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-426048,0.7089117133159231,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2644602,0.7893840519947071,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2644603,0.7893840519947071,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2644606,0.7893840519947071,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2894858,0.7893840519947071,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2894862,0.7893840519947071,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9006931,0.8487318817699879,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-4419969,0.7262931376279971,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-447043,0.71149865967015602,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5693568,0.7437491055656418,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8941332,0.7087515682251367,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-909733,0.7847345062999231,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5654693,0.7006861159751628,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-500657,0.7299894641325516,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-113510,0.7096954267368041,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5358606,0.7183977012748471,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9013423,0.7885979954709355,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-5358565,0.7126262748284605,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9748787,0.7066559491277166,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-446219,0.7589964356236102,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-8849932,0.7175563329463367,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-2122948,0.7252434987508463,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-432040,0.7347266956932564,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-525793,0.7209745070538204,0.9999999999999998,Reactome,IFG222CTCdt
R-HSA-9679504,0.67459950861209295,0.9999999999999998,Reactome,IFG222CTCdt
