"ensembl_id","Oligodendrocytes"
"ENSG00000178053",13.25619171
"ENSG00000119684",15.39348087
"ENSG00000139428",5.525096636
"ENSG00000155229",11.61259295
"ENSG00000121211",8.181075176
"ENSG00000120162",34.9818433
"ENSG00000168314",288.1519138
"ENSG00000061987",20.54143899
"ENSG00000130150",38.75161752
"ENSG00000107186",23.98674606
"ENSG00000124383",12.47266961
"ENSG00000108852",9.55875013
"ENSG00000161647",2.101682868
"ENSG00000072415",18.05399077
"ENSG00000159111",11.1146702
"ENSG00000115364",17.25234639
"ENSG00000082515",6.978360575
"ENSG00000198015",15.56430933
"ENSG00000055950",15.30797617
"ENSG00000175581",24.87782009
"ENSG00000181991",12.28608799
"ENSG00000120333",19.59217423
"ENSG00000096080",18.51331997
"ENSG00000163319",6.134023377
"ENSG00000175110",14.78295126
"ENSG00000137409",57.15513877
"ENSG00000147649",30.32186912
"ENSG00000188786",4.963978159
"ENSG00000066855",7.224336846
"ENSG00000163738",5.533832163
"ENSG00000087053",27.11975022
"ENSG00000139505",14.59894255
"ENSG00000003987",18.24436199
"ENSG00000124275",14.50422459
"ENSG00000119950",67.27970292
"ENSG00000185697",1.829071058
"ENSG00000007944",27.19436861
"ENSG00000065534",10.2836115
"ENSG00000176658",37.57580954
"ENSG00000120729",10.91686664
"ENSG00000196132",1.653050804
"ENSG00000156239",6.655738818
"ENSG00000172766",13.53162709
"ENSG00000136274",9.815054842
"ENSG00000102452",30.23335644
"ENSG00000205531",24.74204697
"ENSG00000161048",27.03908165
"ENSG00000132780",36.64196782
"ENSG00000134369",14.99617196
"ENSG00000104320",12.09404933
"ENSG00000188554",19.16779447
"ENSG00000154654",127.8615964
"ENSG00000176771",51.21317676
"ENSG00000115053",54.55438149
"ENSG00000198646",12.47507837
"ENSG00000111912",50.99579731
"ENSG00000072864",11.3899449
"ENSG00000104419",44.86484648
"ENSG00000164182",45.5323196
"ENSG00000158864",48.39079106
"ENSG00000123119",67.77343909
"ENSG00000136098",39.34339415
"ENSG00000151414",27.07804394
"ENSG00000117691",125.6500271
"ENSG00000163531",18.74728522
"ENSG00000116044",42.84693982
"ENSG00000050344",8.087001126
"ENSG00000008441",21.10457532
"ENSG00000169599",17.94665072
"ENSG00000001167",9.612307414
"ENSG00000120837",11.37107871
"ENSG00000171840",55.23475935
"ENSG00000170113",18.00772122
"ENSG00000001461",27.63567365
"ENSG00000084628",7.922324596
"ENSG00000188580",332.4793832
"ENSG00000169760",78.03055999
"ENSG00000087095",47.38830902
"ENSG00000123213",4.304619543
"ENSG00000153406",9.928860302
"ENSG00000165271",3.706049694
"ENSG00000162408",5.82313142
"ENSG00000089250",2.487492248
"ENSG00000139910",28.83786401
"ENSG00000141458",26.47378368
"ENSG00000177463",13.05579582
"ENSG00000147383",10.2212897
"ENSG00000088833",8.248693618
"ENSG00000178425",33.41473961
"ENSG00000135778",4.871536119
"ENSG00000151413",10.42168992
"ENSG00000069275",54.14252298
"ENSG00000170584",14.41434168
"ENSG00000112874",7.025297709
"ENSG00000184221",87.45577533
"ENSG00000205927",26.22375984
"ENSG00000126861",148.2838024
"ENSG00000197430",251.1930243
"ENSG00000196071",22.52112918
"ENSG00000115942",13.59542719
"ENSG00000141447",65.7494523
"ENSG00000117859",19.66489351
"ENSG00000128694",9.245126816
"ENSG00000155100",12.75447834
"ENSG00000089041",70.78888618
"ENSG00000170515",13.19964185
"ENSG00000175575",33.503757
"ENSG00000163138",11.09281544
"ENSG00000117115",35.753094
"ENSG00000168092",38.28359579
"ENSG00000172239",10.42858679
"ENSG00000124374",33.78474384
"ENSG00000243444",23.84197002
"ENSG00000135473",10.20347195
"ENSG00000090060",20.98895673
"ENSG00000138801",46.80117879
