"ensembl_id","Microglia"
"ENSG00000155330",6.481571469
"ENSG00000141428",12.75222734
"ENSG00000141452",25.93193484
"ENSG00000000460",9.89696286
"ENSG00000143110",28.35557902
"ENSG00000198912",7.100125872
"ENSG00000157181",35.52487093
"ENSG00000143443",22.59768256
"ENSG00000184208",3.713156058
"ENSG00000125730",219.1899258
"ENSG00000181744",36.81177665
"ENSG00000188315",9.672545246
"ENSG00000151470",7.092010807
"ENSG00000197405",40.81771689
"ENSG00000113583",48.22342376
"ENSG00000185127",7.03436133
"ENSG00000221821",45.34045833
"ENSG00000112308",194.5343326
"ENSG00000122783",8.104464231
"ENSG00000164603",11.39838819
"ENSG00000182307",11.9359083
"ENSG00000176731",17.84256019
"ENSG00000148362",60.59587323
"ENSG00000165118",3.69265399
"ENSG00000147894",29.47197984
"ENSG00000157693",6.461630199
"ENSG00000169239",5.209508752
"ENSG00000135932",32.78974078
"ENSG00000149679",3.523714915
"ENSG00000183049",32.04429115
"ENSG00000131236",80.43610898
"ENSG00000116489",130.7407839
"ENSG00000198898",39.96369335
"ENSG00000077549",103.6925904
"ENSG00000105483",13.23870311
"ENSG00000118307",8.25355885
"ENSG00000138794",12.13523445
"ENSG00000064012",5.539731208
"ENSG00000166762",9.063110106
"ENSG00000067955",45.56376208
"ENSG00000110395",17.27334449
"ENSG00000172785",9.698719057
"ENSG00000136682",12.11589649
"ENSG00000100307",6.407108898
"ENSG00000060339",27.27306351
"ENSG00000005059",4.519338383
"ENSG00000164221",16.93245927
"ENSG00000160799",12.95333726
"ENSG00000135205",15.22933742
"ENSG00000153237",12.37208177
"ENSG00000123106",28.70827763
"ENSG00000142039",6.768328277
"ENSG00000100814",25.1689173
"ENSG00000166946",14.15820255
"ENSG00000113328",22.28535591
"ENSG00000134480",47.60194973
"ENSG00000090061",10.01150576
"ENSG00000082258",15.46133136
"ENSG00000166226",35.93433351
"ENSG00000150753",16.937609
"ENSG00000146574",6.577381719
"ENSG00000135535",24.13374039
"ENSG00000103855",13.70077003
"ENSG00000143119",304.9245532
"ENSG00000196352",27.8334278
"ENSG00000135404",126.2793387
"ENSG00000019582",783.6756597
"ENSG00000112149",341.8561676
"ENSG00000102543",7.067314705
"ENSG00000151465",41.78057133
"ENSG00000004897",23.59781327
"ENSG00000163171",9.427319221
"ENSG00000197622",34.52170169
"ENSG00000134371",26.57186119
"ENSG00000163814",4.578386957
"ENSG00000148600",2.389077959
"ENSG00000167258",6.989860039
"ENSG00000065883",17.25806703
"ENSG00000091527",59.13350607
"ENSG00000153046",19.50278395
"ENSG00000172216",43.22838201
"ENSG00000153879",16.03361291
"ENSG00000115816",20.46857194
"ENSG00000093072",28.68588585
"ENSG00000069998",5.537664525
"ENSG00000149187",27.07065
"ENSG00000177946",10.98426999
"ENSG00000100629",6.75520296
"ENSG00000174799",4.353987552
"ENSG00000143702",42.07339959
"ENSG00000182923",11.53215176
"ENSG00000011523",9.239173745
"ENSG00000148019",3.010408651
"ENSG00000100422",13.02447197
"ENSG00000159259",2.173896438
"ENSG00000106554",51.13870983
"ENSG00000170791",25.64221297
"ENSG00000153922",50.02289192
"ENSG00000173575",34.07684192
"ENSG00000171316",19.77418665
"ENSG00000147457",4.672491733
"ENSG00000104472",12.14414656
"ENSG00000171310",73.67103986
"ENSG00000182022",12.69685214
"ENSG00000131873",63.48595962
"ENSG00000263203",9.114242757
"ENSG00000164442",16.35694011
"ENSG00000136108",9.187171615
"ENSG00000171365",10.97796534
"ENSG00000069493",14.46404677
"ENSG00000113282",16.91059868
"ENSG00000182372",8.337877418
"ENSG00000162129",8.631102234
"ENSG00000153815",23.17440406
"ENSG00000091317",73.59950837
"ENSG00000133313",16.66682037
"ENSG00000205423",9.636107034
"ENSG00000125107",25.19883023
"ENSG00000182973",13.14505656
"ENSG00000113300",13.60017395
"ENSG00000137161",53.48327494
"ENSG00000119397",16.33651763
"ENSG00000136152",11.18565621
"ENSG00000164597",20.43726466
"ENSG00000121058",11.20471291
"ENSG00000113163",14.15674859
"ENSG00000145781",70.10923278
"ENSG00000140365",7.170426645
"ENSG00000188243",22.25861819
"ENSG00000129083",26.49900757
"ENSG00000184432",19.95341342
"ENSG00000173085",4.511925292
"ENSG00000102879",21.20608242
"ENSG00000103187",20.84742437
"ENSG00000006695",9.066630162
"ENSG00000111605",17.60608857
"ENSG00000106066",43.28557471
"ENSG00000118260",16.77148074
"ENSG00000107175",35.50088211
"ENSG00000182158",15.43960039
