"ensembl_id","Astrocytes"
"ENSG00000187240",21.66185436
"ENSG00000138036",24.38055627
"ENSG00000205250",7.444938637
"ENSG00000145088",21.83019175
"ENSG00000123179",10.42113718
"ENSG00000121310",21.9775672
"ENSG00000127884",34.09632488
"ENSG00000116406",10.40453958
"ENSG00000136160",102.9634814
"ENSG00000103319",10.21211482
"ENSG00000203666",7.104018908
"ENSG00000115380",73.76540258
"ENSG00000172638",7.305232955
"ENSG00000096093",13.98082362
"ENSG00000183690",11.03041483
"ENSG00000084710",39.68951024
"ENSG00000146648",14.05040601
"ENSG00000129521",19.55419326
"ENSG00000115504",28.8796231
"ENSG00000113790",6.017311108
"ENSG00000181090",9.393222173
"ENSG00000119718",11.39701499
"ENSG00000115211",10.49437625
"ENSG00000106263",5.335423807
"ENSG00000178982",32.5639372
"ENSG00000148730",23.9236737
"ENSG00000062598",21.38608585
"ENSG00000197977",50.66119752
"ENSG00000012660",68.77498141
"ENSG00000109911",59.10031787
"ENSG00000186998",16.34696232
"ENSG00000170370",58.3320189
"ENSG00000168913",84.36009978
