"ensembl_id","Neurons"
"ENSG00000087338",12.46189745
"ENSG00000197045",14.37562209
"ENSG00000141404",11.90745702
"ENSG00000087460",184.9363498
"ENSG00000069966",14.57085929
"ENSG00000186469",22.55403458
"ENSG00000162188",227.7035874
"ENSG00000163281",6.382337837
"ENSG00000111670",17.55011632
"ENSG00000155265",13.81557342
"ENSG00000175265",34.50636904
"ENSG00000215252",41.31497385
"ENSG00000135052",26.81479984
"ENSG00000111711",30.67915492
"ENSG00000120053",76.98393435
"ENSG00000125166",26.29008524
"ENSG00000092978",9.337955011
"ENSG00000186566",24.66824166
"ENSG00000171723",74.9739889
"ENSG00000105220",28.93624699
"ENSG00000112293",11.45108405
"ENSG00000132975",4.215585377
"ENSG00000180998",16.25688388
"ENSG00000174948",4.893475264
"ENSG00000163328",28.43279938
"ENSG00000151025",24.72004292
"ENSG00000172209",41.58718949
"ENSG00000123901",7.163925287
"ENSG00000167468",61.52725832
"ENSG00000115290",8.253739741
"ENSG00000180875",4.849108994
